,author,title,desciption,url,source,content,pub_date,photo_url,text_combined,tokens,lemms
63,jzinkula@insider.com (Jacob Zinkula),"A part-time Uber driver who earned $24,000 last year explains how he thinks a ukulele and an EV earned him more tips",Uber and Lyft drivers say inconsistent tipping makes a difficult earnings environment even harder. One driver shares his tricks.,https://www.businessinsider.com/how-get-more-tips-driving-uber-lyft-passenger-conversations-2025-3,Business Insider,"Gabe Ets-Hokin was struggling to get his rideshare customers to leave tips. Then he bought a ukulele.
""It sparks lots of questions, conversations, and connections,"" the 56-year-old told Business Ins… [+4007 chars]",2025-03-08,https://i.insider.com/67cb38b369253ccddf989fa3?width=1200&format=jpeg,a part time uber driver who earned   last year explains how he thinks a ukulele and an ev earned him more tips uber and lyft drivers say inconsistent tipping makes a difficult earnings environment even harder one driver shares his tricks,part time uber driver earned last year explains thinks ukulele ev earned tips uber lyft drivers say inconsistent tipping makes difficult earnings environment even harder one driver shares tricks,part time uber driver earned last year explains thinks ukulele ev earned tips uber lyft drivers say inconsistent tipping makes difficult earnings environment even harder one driver shares tricks
64,ewebb@insider.com (Effie Webb),A judge blocked Musk's bid to stop OpenAI's for-profit conversion — but he'll still get his day in court,"A judge denied Elon Musk's bid to stop Sam Altman from converting OpenAI into a for-profit, but the rivals are still set to have their day in court.",https://www.businessinsider.com/elon-musk-openai-lawsuit-for-profit-block-trial-sam-altman-2025-3,Business Insider,"A judge has denied Elon Musk's bid to stop Sam Altman from converting OpenAI into a for-profit entity but said other areas of the lawsuit could be expedited to trial.
In a Tuesday filing, US Distric… [+2336 chars]",2025-03-05,https://i.insider.com/67c833ccb8b41a9673f9b504?width=1000&format=jpeg,a judge blocked musk is bid to stop openai is for profit conversion but he will still get his day in court a judge denied elon musk is bid to stop sam altman from converting openai into a for profit but the rivals are still set to have their day in court,judge blocked musk bid stop openai profit conversion still get day court judge denied elon musk bid stop sam altman converting openai profit rivals still set day court,judge blocked musk bid stop openai profit conversion still get day court judge denied elon musk bid stop sam altman converting openai profit rivals still set day court
65,srussolillo@insider.com (Steve Russolillo),Googlers have questions for the company after getting smaller pay bumps,"In this Sunday edition of BI Today, we're going inside Google's recent all-hands.",https://www.businessinsider.com/bi-today-google-compensation-backlash-hardcore-2025-3,Business Insider,"Welcome back to our Sunday edition, where we round up some of our top stories and take you inside our newsroom. With ""Signalgate"" dominating headlines, BI's Katie Notopoulos wants to know: Which high… [+5951 chars]",2025-03-30,https://i.insider.com/67214cd19b3250dbbceaf865?width=1200&format=jpeg,googlers have questions for the company after getting smaller pay bumps in this sunday edition of bi today we are going inside google is recent all hands,googlers questions company getting smaller pay bumps sunday edition bi today going inside google recent hands,googlers questions company getting smaller pay bumps sunday edition bi today going inside google recent hands
66,Juli Clover,Everything New in iOS 18.4 Beta 2,"Apple released iOS 18.4 beta 2 today, and it has even more new features than the first beta of iOS 18.4. There are updated emoji characters, a new app, and a bunch of other, smaller additions.





New Emoji

There are new emoji characters in iOS 18.4, includ…",https://www.macrumors.com/2025/03/03/ios-18-4-beta-2-features/,MacRumors,"Apple released iOS 18.4 beta 2 today, and it has even more new features than the first beta of iOS 18.4. There are updated emoji characters, a new app, and a bunch of other, smaller additions.
New E… [+4542 chars]",2025-03-03,https://images.macrumors.com/t/VAAtiq-ZkG91m-an9DSA3oljoQY=/2500x/article-new/2025/02/iOS-18.4-Apple-Intelligence-Color-Palette-Feature.jpg,everything new in ios   beta  apple released ios   beta  today and it has even more new features than the first beta of ios   there are updated emoji characters a new app and a bunch of other smaller additions new emoji there are new emoji characters in ios   includ,everything new ios beta apple released ios beta today even new features first beta ios updated emoji characters new app bunch smaller additions new emoji new emoji characters ios includ,everything new ios beta apple released ios beta today even new features first beta ios updated emoji characters new app bunch smaller additions new emoji new emoji characters ios includ
67,A Martínez,Expert says Tesla's best way to rebuild its brand is to ditch Musk,"The Tesla brand is in trouble, according to branding consultant Allen Adamson, who says the car company is facing headwinds due to a lack of innovation and the political activity of CEO Elon Musk.",https://www.npr.org/2025/03/31/nx-s1-5339818/tesla-brand-elon-musk,NPR,Protests against Tesla and its CEO Elon Musk took place across the country over the weekend and are spreading globally. The Tesla Takedown movement is urging people to sell their Tesla cars and stock… [+4299 chars],2025-03-31,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/5823x3275+0+303/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F3c%2F77%2F288fae424e01ae484753223945d3%2Fap25088830737659.jpg,expert says tesla is best way to rebuild its brand is to ditch musk the tesla brand is in trouble according to branding consultant allen adamson who says the car company is facing headwinds due to a lack of innovation and the political activity of ceo elon musk,expert says tesla best way rebuild brand ditch musk tesla brand trouble according branding consultant allen adamson says car company facing headwinds due lack innovation political activity ceo elon musk,expert says tesla best way rebuild brand ditch musk tesla brand trouble according branding consultant allen adamson says car company facing headwinds due lack innovation political activity ceo elon musk
68,The NPR Network,The Wisconsin Supreme Court vote is getting national attention and millions from Musk,"The court could face cases on abortion, congressional maps and labor unions. With Tesla suing the state, Elon Musk is backing the conservative candidate who's received President Trump's endorsement.",https://www.npr.org/2025/03/31/nx-s1-5338901/wisconsin-judge-election-musk-trump-abortion,NPR,"Many of the country's most contested issues and hottest partisan politics are playing out in a race for the Wisconsin Supreme Court. The election is Tuesday.
At the state level, abortion rights, vot… [+5804 chars]",2025-03-31,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/5810x3268+0+0/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fb1%2Fcf%2Fc79da62d4a26be758803ac2c29e4%2Fgettyimages-2207245181.jpg,the wisconsin supreme court vote is getting national attention and millions from musk the court could face cases on abortion congressional maps and labor unions with tesla suing the state elon musk is backing the conservative candidate who is received president trump is endorsement,wisconsin supreme court vote getting national attention millions musk court could face cases abortion congressional maps labor unions tesla suing state elon musk backing conservative candidate received president trump endorsement,wisconsin supreme court vote getting national attention millions musk court could face cases abortion congressional maps labor unions tesla suing state elon musk backing conservative candidate received president trump endorsement
69,Jaclyn Diaz,3 people face federal charges for Tesla attacks. Are such acts domestic terrorism?,"Attorney General Pamela Bondi says the accused are part of a ""wave of domestic terrorism."" Experts say this is a common stance of the federal government and can be used to seek stiffer penalties.",https://www.npr.org/2025/03/20/nx-s1-5333315/tesla-attacks-ag-bondi-domestic-terrorism-trump-musk,NPR,"The Department of Justice announced charges Thursday against three people it says are allegedly responsible for violent incidents targeting Elon Musk's Tesla cars, showrooms and charging stations acr… [+10491 chars]",2025-03-20,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/4607x2591+0+378/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F21%2F79%2Fba94582943509f17af78de5a4cf3%2Fgettyimages-2205776065.jpg,people face federal charges for tesla attacks are such acts domestic terrorism attorney general pamela bondi says the accused are part of a wave of domestic terrorism experts say this is a common stance of the federal government and can be used to seek stiffer penalties,people face federal charges tesla attacks acts domestic terrorism attorney general pamela bondi says accused part wave domestic terrorism experts say common stance federal government used seek stiffer penalties,people face federal charges tesla attacks acts domestic terrorism attorney general pamela bondi says accused part wave domestic terrorism experts say common stance federal government used seek stiffer penalties
70,Carrie Johnson,"Trump agencies drop dozens of Biden-era cases against crypto, other companies",A Public Citizen report obtained exclusively by NPR shows the new administration has halted or tried to dismiss cases or investigations against at least 89 companies in the last month.,https://www.npr.org/2025/03/04/g-s1-51799/trump-corporate-bribery-investigations,NPR,"A new watchdog report warns that the Trump administration is ""going soft"" on corporations that break the law by moving to pause or drop investigations of companies accused of foreign bribery, safety … [+3821 chars]",2025-03-04,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/6000x3375+0+104/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F37%2F99%2F3ac678b84657a293283e64f56428%2Fgettyimages-2193469935.jpg,trump agencies drop dozens of biden era cases against crypto other companies a public citizen report obtained exclusively by npr shows the new administration has halted or tried to dismiss cases or investigations against at least  companies in the last month,trump agencies drop dozens biden era cases crypto companies public citizen report obtained exclusively npr shows new administration halted tried dismiss cases investigations least companies last month,trump agencies drop dozens biden era cases crypto companies public citizen report obtained exclusively npr shows new administration halted tried dismiss cases investigations least companies last month
71,Bobby Allyn,Media Matters sues Elon Musk's X over 'libel tourism' legal assault,A new suit in an ongoing legal battle between the billionaire and the liberal advocacy group claims Musk's legal attacks are impeding the organization's work.,https://www.npr.org/2025/03/10/nx-s1-5323844/media-matters-elon-musk-new-lawsuit,NPR,"Media Matters, the liberal watchdog organization that billionaire Elon Musk has sued in multiple lawsuits around the world, is going on the offensive.
The group on Monday sued Musk's social media pl… [+4665 chars]",2025-03-10,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/6010x3381+0+0/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F87%2Ff3%2F38f148634d01aa8cbe7ceeaad81f%2Fgettyimages-1821123381.jpg,media matters sues elon musk is x over libel tourism legal assault a new suit in an ongoing legal battle between the billionaire and the liberal advocacy group claims musk is legal attacks are impeding the organization is work,media matters sues elon musk x libel tourism legal assault new suit ongoing legal battle billionaire liberal advocacy group claims musk legal attacks impeding organization work,media matters sues elon musk x libel tourism legal assault new suit ongoing legal battle billionaire liberal advocacy group claims musk legal attacks impeding organization work
72,Hansi Lo Wang,USPS head agrees to let DOGE find 'efficiencies' — with limits to employee data access,"The head of the U.S. Postal Service has agreed to allow Elon Musk's DOGE team to help find ""further efficiencies"" at the mail agency. But the agreement limits DOGE's access to USPS employee records.",https://www.npr.org/2025/03/14/nx-s1-5327583/usps-doge-postal-service-louis-dejoy-postmaster-general,NPR,"The head of the U.S. Postal Service has agreed to allow the DOGE team of President Trump's billionaire adviser Elon Musk to help find ""further efficiencies"" at the country's mail service, according t… [+5103 chars]",2025-03-14,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/5546x3120+0+0/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fe4%2Fd3%2F8cd389e046ea8825fc61cfb207aa%2Fgettyimages-1450775491.jpg,usps head agrees to let doge find efficiencies with limits to employee data access the head of the u s postal service has agreed to allow elon musk is doge team to help find further efficiencies at the mail agency but the agreement limits doge is access to usps employee records,usps head agrees let doge find efficiencies limits employee data access head u postal service agreed allow elon musk doge team help find efficiencies mail agency agreement limits doge access usps employee records,usps head agrees let doge find efficiencies limits employee data access head u postal service agreed allow elon musk doge team help find efficiencies mail agency agreement limits doge access usps employee records
73,EditorDavid,Tesla Moves Towards Launching an Uber Competitor,"""Tesla is taking steps to launch a ride-sharing service that could compete directly with Uber, Lyft and Waymo,"" reports Axios, noting that Tesla ""has filed for a transportation charter-party carrier permit from the California Public Utilities Commission, Bloo…",https://tech.slashdot.org/story/25/03/01/0346205/tesla-moves-towards-launching-an-uber-competitor,Slashdot.org,"Shouldn't that no talent assclown stick to being an unelected con man? Isn't there more taxpayer money he can leech off of?
What - you don't think he'll be getting stoopid amounts of government fina… [+439 chars]",2025-03-01,https://a.fsdn.com/sd/topics/transportation_64.png,tesla moves towards launching an uber competitor tesla is taking steps to launch a ride sharing service that could compete directly with uber lyft and waymo reports axios noting that tesla has filed for a transportation charter party carrier permit from the california public utilities commission bloo,tesla moves towards launching uber competitor tesla taking steps launch ride sharing service could compete directly uber lyft waymo reports axios noting tesla filed transportation charter party carrier permit california public utilities commission bloo,tesla moves towards launching uber competitor tesla taking steps launch ride sharing service could compete directly uber lyft waymo reports axios noting tesla filed transportation charter party carrier permit california public utilities commission bloo
74,EditorDavid,Elon Musk Says SpaceX's First Mission to Mars Will Launch Next Year,"""SpaceX founder Elon Musk has said his Starship rocket will head to Mars by the end of next year,"" writes the BBC, ""as the company investigates several recent explosions in flight tests.""

Human landings could begin as early as 2029 if initial missions go wel…",https://science.slashdot.org/story/25/03/15/1947252/elon-musk-says-spacexs-first-mission-to-mars-will-launch-next-year,Slashdot.org,"Human landings could begin as early as 2029 if initial missions go well, though ""2031 was more likely"", he added in a post on his social media platform X...The billionaire said in 2020 that he remain… [+324 chars]",2025-03-15,https://a.fsdn.com/sd/topics/mars_64.png,elon musk says spacex is first mission to mars will launch next year spacex founder elon musk has said his starship rocket will head to mars by the end of next year writes the bbc as the company investigates several recent explosions in flight tests human landings could begin as early as  if initial missions go wel,elon musk says spacex first mission mars launch next year spacex founder elon musk said starship rocket head mars end next year writes bbc company investigates several recent explosions flight tests human landings could begin early initial missions go wel,elon musk says spacex first mission mars launch next year spacex founder elon musk said starship rocket head mars end next year writes bbc company investigates several recent explosions flight tests human landings could begin early initial missions go wel
75,"Ana Altchek,Alice Tecotzky",A website doxxed Tesla owners — but some had already sold their cars,BI spoke to eight Tesla owners who had their personal data exposed on a public site aimed at doxxing Tesla owners and DOGE employees.,https://www.businessinsider.com/site-doxxing-tesla-owners-doge-employees-2025-3,Business Insider,"A website was created in an effort to dox Tesla owners and DOGE employees.David Ryder/Getty Images
<ul><li>A website exposed personal information of Tesla owners and DOGE employees.</li><li>Several … [+4813 chars]",2025-03-19,https://i.insider.com/67dadce8b8b41a9673fb169d?width=1200&format=jpeg,a website doxxed tesla owners but some had already sold their cars bi spoke to eight tesla owners who had their personal data exposed on a public site aimed at doxxing tesla owners and doge employees,website doxxed tesla owners already sold cars bi spoke eight tesla owners personal data exposed public site aimed doxxing tesla owners doge employees,website doxxed tesla owners already sold cars bi spoke eight tesla owners personal data exposed public site aimed doxxing tesla owners doge employees
76,Grace Eliza Goodwin,Trump says he's buying a Tesla to show support for Elon Musk,"Amid backlash and protests against Tesla, Donald Trump announces his intention to purchase a Tesla, showing support for Elon Musk and his ventures.",https://www.businessinsider.com/donald-trump-buy-tesla-support-elon-musk-stock-protests-2025-3,Business Insider,"Demonstrators protesting against Elon Musk and electric car maker Tesla on February 22, 2025, in Seattle, Washington.David Ryder/Getty Images
<ul><li>Donald Trump says he plans to buy a Tesla to sup… [+2268 chars]",2025-03-11,https://i.insider.com/67d046adb8b41a9673fa4392?width=1200&format=jpeg,trump says he is buying a tesla to show support for elon musk amid backlash and protests against tesla donald trump announces his intention to purchase a tesla showing support for elon musk and his ventures,trump says buying tesla show support elon musk amid backlash protests tesla donald trump announces intention purchase tesla showing support elon musk ventures,trump says buying tesla show support elon musk amid backlash protests tesla donald trump announces intention purchase tesla showing support elon musk ventures
77,Ana Altchek,Add Australia to the list of countries where Tesla sales are sliding,"Tesla sales dropped 71% year over year in Australia in February, joining a number of recent countries with slumping Tesla sales.",https://www.businessinsider.com/tesla-sales-fall-australia-elon-musk-protests-2025-3,Business Insider,"Elon Musk is CEO of Tesla.Kayla Bartkowski/Getty Images
<ul><li>Tesla sales in Australia fell 71% in February compared with the same month last year.</li><li>The drop comes as the country also exper… [+2156 chars]",2025-03-12,https://i.insider.com/67d1a581585f1dff88b1e350?width=1200&format=jpeg,add australia to the list of countries where tesla sales are sliding tesla sales dropped  year over year in australia in february joining a number of recent countries with slumping tesla sales,add australia list countries tesla sales sliding tesla sales dropped year year australia february joining number recent countries slumping tesla sales,add australia list countries tesla sales sliding tesla sales dropped year year australia february joining number recent countries slumping tesla sales
78,Tom Carter,Tesla owners offloading their cars over Elon Musk backlash are in for a nasty surprise,"Resale values have collapsed in recent years, with the average price of a used Tesla now $10,000 less than that of a non-Tesla electric car.",https://www.businessinsider.com/tesla-sale-big-losses-second-hand-value-plunge-elon-musk-2025-3,Business Insider,"Demonstrators protest against Elon Musk and Tesla in Seattle last month.David Ryder/Getty Images
<ul><li>Some Tesla owners are considering selling their cars as backlash against Elon Musk and DOGE g… [+3127 chars]",2025-03-11,https://i.insider.com/67d0088369253ccddf98d78e?width=1200&format=jpeg,tesla owners offloading their cars over elon musk backlash are in for a nasty surprise resale values have collapsed in recent years with the average price of a used tesla now   less than that of a non tesla electric car,tesla owners offloading cars elon musk backlash nasty surprise resale values collapsed recent years average price used tesla less non tesla electric car,tesla owners offloading cars elon musk backlash nasty surprise resale values collapsed recent years average price used tesla less non tesla electric car
79,Eammon Jacobs,Elon Musk calls Jimmy Kimmel an 'unfunny jerk' after his jokes about Tesla and DOGE,Jimmy Kimmel poked fun at Elon Musk over two nights following the Tesla arson and vandalism attacks — and the Tesla CEO was listening.,https://www.businessinsider.com/elon-musk-jimmy-kimmel-unfunny-jerk-tesla-recall-doge-cuts-2025-3,Business Insider,"Jimmy Kimmel took aim at Elon Musk on his show this week.Tommaso Boddi/Getty Images/Saul Loeb/AFP via Getty Images
<ul><li>Jimmy Kimmel joked about Elon Musk on two shows this week.</li><li>""When yo… [+2324 chars]",2025-03-21,https://i.insider.com/67dd497663d72727e197ddd4?width=1200&format=jpeg,elon musk calls jimmy kimmel an unfunny jerk after his jokes about tesla and doge jimmy kimmel poked fun at elon musk over two nights following the tesla arson and vandalism attacks and the tesla ceo was listening,elon musk calls jimmy kimmel unfunny jerk jokes tesla doge jimmy kimmel poked fun elon musk two nights following tesla arson vandalism attacks tesla ceo listening,elon musk calls jimmy kimmel unfunny jerk jokes tesla doge jimmy kimmel poked fun elon musk two nights following tesla arson vandalism attacks tesla ceo listening
80,Thibault Spirlet,Activists used a Tesla to write 'Don't buy a Tesla' on a beach in Wales,"The UK group Led By Donkeys used a Tesla to etch the slogan in sand on a beach in Wales, urging drivers not to buy a car from Elon Musk's EV maker.",https://www.businessinsider.com/elon-musk-tesla-activisits-protest-message-beach-led-by-donkeys-2025-3,Business Insider,"The beach message was created by UK activist group Led By Donkeys.Led By Donkeys
<ul><li>Activists used a Tesla to draw a slogan reading ""Don't buy a Tesla"" on a beach in Wales.</li><li>The protest … [+3183 chars]",2025-03-18,https://i.insider.com/67d9512eb8b41a9673faed38?width=1200&format=jpeg,activists used a tesla to write would o not buy a tesla on a beach in wales the uk group led by donkeys used a tesla to etch the slogan in sand on a beach in wales urging drivers not to buy a car from elon musk is ev maker,activists used tesla write would buy tesla beach wales uk group led donkeys used tesla etch slogan sand beach wales urging drivers buy car elon musk ev maker,activists used tesla write would buy tesla beach wales uk group led donkeys used tesla etch slogan sand beach wales urging drivers buy car elon musk ev maker
81,Leila Medina,Why Tesla is at a tipping point,"Tesla has had a tumultuous few weeks, and the company is at a tipping point.",https://www.businessinsider.com/tesla-is-at-a-tipping-point-2025-3,Business Insider,"Tesla has had a tumultuous few weeks and is now at a tipping point. Business Insider spoke with employees, investors, analysts, and Tesla owners to understand some of the company's challenges.Read th… [+37 chars]",2025-03-25,https://i.insider.com/67e3182969253ccddf9a47db?width=1200&format=jpeg,why tesla is at a tipping point tesla has had a tumultuous few weeks and the company is at a tipping point,tesla tipping point tesla tumultuous weeks company tipping point,tesla tipping point tesla tumultuous weeks company tipping point
82,Dakin Campbell,The White House's promotion of Tesla's stock is an ethics nightmare — and it's not even working,"Trump's Commerce Secretary pushed ""unbelievably cheap"" Tesla stock as shares continued to fall.",https://www.businessinsider.com/white-house-lutnick-promoting-elon-musk-tesla-stock-isnt-working-2025-3,Business Insider,"Andrew Harnik/Getty Images
<ul><li>Commerce Secretary Howard Lutnick pushed ""unbelievably cheap"" Tesla stock on Fox News this week.</li><li>Lutnick is the latest White House member to promote Elon M… [+5387 chars]",2025-03-21,https://i.insider.com/67dd760d63d72727e197e26a?width=1200&format=jpeg,the white house is promotion of tesla is stock is an ethics nightmare and it is not even working trump is commerce secretary pushed unbelievably cheap tesla stock as shares continued to fall,white house promotion tesla stock ethics nightmare even working trump commerce secretary pushed unbelievably cheap tesla stock shares continued fall,white house promotion tesla stock ethics nightmare even working trump commerce secretary pushed unbelievably cheap tesla stock shares continued fall
83,Katherine Li,"Pressure ratchets up from Trump administration, Musk, and allies ahead of planned Tesla Takedown mass protests",An organizer of the Tesla Takedown protest said she faced doxxing and online threats.,https://www.businessinsider.com/pressure-mounts-on-tesla-protest-organizers-ahead-of-demonstrations-2025-3,Business Insider,"Protests against Elon Musk in front of Tesla showrooms across the country have been swelling since February.Rebecca Cook/REUTERS
<ul><li>The Tesla Takedown movement is aiming for a global day of pro… [+4886 chars]",2025-03-27,https://i.insider.com/67e37155b8b41a9673fbb1f2?width=1200&format=jpeg,pressure ratchets up from trump administration musk and allies ahead of planned tesla takedown mass protests an organizer of the tesla takedown protest said she faced doxxing and online threats,pressure ratchets trump administration musk allies ahead planned tesla takedown mass protests organizer tesla takedown protest said faced doxxing online threats,pressure ratchets trump administration musk allies ahead planned tesla takedown mass protests organizer tesla takedown protest said faced doxxing online threats
84,"Lloyd Lee,Katherine Tangalakis-Lippert",Vandalize a Tesla dealership? Trump says he'll label that domestic terrorism.,"President Donald Trump responded to a question about Tesla dealership attacks, saying they should be considered domestic terrorism.",https://www.businessinsider.com/trump-tesla-vandalism-domestic-terrorism-elon-musk-2025-3,Business Insider,"Tesla dealerships around the country have been vandalized.Smith Collection/Gado/Getty Images
President Donald Trump says he will label attacks against Tesla dealerships domestic terrorism in respons… [+540 chars]",2025-03-11,https://i.insider.com/67d097c8b8b41a9673fa535f?width=1200&format=jpeg,vandalize a tesla dealership trump says he will label that domestic terrorism president donald trump responded to a question about tesla dealership attacks saying they should be considered domestic terrorism,vandalize tesla dealership trump says label domestic terrorism president donald trump responded question tesla dealership attacks saying considered domestic terrorism,vandalize tesla dealership trump says label domestic terrorism president donald trump responded question tesla dealership attacks saying considered domestic terrorism
85,Jordan Hart,Mark Cuban says he knows one of Elon Musk's weaknesses,"Mark Cuban criticized Elon Musk's leadership of DOGE. Speaking on a podcast, he said the Tesla CEO lacked empathy.",https://www.businessinsider.com/elon-musk-weakness-mark-cuban-doge-tesla-starlink-empathy-2025-3,Business Insider,"Mark Cuban (left) is not afraid to give his opinion on Elon Musk (right).Brendan Smialowski/Getty Images; Julia Beverly/Getty Images
<ul><li>Mark Cuban criticized Elon Musk's empathy and leadership … [+2436 chars]",2025-03-31,https://i.insider.com/67eab960b8b41a9673fc2952?width=1200&format=jpeg,mark cuban says he knows one of elon musk is weaknesses mark cuban criticized elon musk is leadership of doge speaking on a podcast he said the tesla ceo lacked empathy,mark cuban says knows one elon musk weaknesses mark cuban criticized elon musk leadership doge speaking podcast said tesla ceo lacked empathy,mark cuban says knows one elon musk weaknesses mark cuban criticized elon musk leadership doge speaking podcast said tesla ceo lacked empathy
86,Lakshmi Varanasi,I attended 2 Tesla Takedown protests in Michigan. The generation that showed up was the one I least expected.,At Tesla Takedown protests in Michigan hundreds of people gathered to voice their concerns about the new administration.,https://www.businessinsider.com/takeaways-tesla-takedown-protests-michigan-2025-3,Business Insider,"Protestors at the Tesla Takedown protest in Ann Arbor.Nic Antaya for Business Insider
<ul><li>Protesters gathered at Tesla showrooms nationwide to oppose Elon Musk's political role.</li><li>Musk's a… [+5006 chars]",2025-03-30,https://i.insider.com/67e899c7b8b41a9673fc1afb?width=1200&format=jpeg,i attended  tesla takedown protests in michigan the generation that showed up was the one i least expected at tesla takedown protests in michigan hundreds of people gathered to voice their concerns about the new administration,attended tesla takedown protests michigan generation showed one least expected tesla takedown protests michigan hundreds people gathered voice concerns new administration,attended tesla takedown protests michigan generation showed one least expected tesla takedown protests michigan hundreds people gathered voice concerns new administration
87,Bryan Metzger,"As Democrats rage against Elon Musk, some are still buying Tesla stock","Some Democrats on Capitol Hill have invested in Tesla in recent weeks, even amid the anti-Musk furor.",https://www.businessinsider.com/democrats-invested-elon-musk-tesla-stock-2025-3,Business Insider,"Democratic Reps. Vicente Gonzalez, Josh Gottheimer, and Gil Cisneros all recently bought stock in Tesla, according to financial disclosures.Bill Clark/CQ-Roll Call via Getty Images; Anna Moneymaker/G… [+3079 chars]",2025-03-28,https://i.insider.com/67e6d78b63d72727e198908b?width=1200&format=jpeg,as democrats rage against elon musk some are still buying tesla stock some democrats on capitol hill have invested in tesla in recent weeks even amid the anti musk furor,democrats rage elon musk still buying tesla stock democrats capitol hill invested tesla recent weeks even amid anti musk furor,democrats rage elon musk still buying tesla stock democrats capitol hill invested tesla recent weeks even amid anti musk furor
88,"Erica Star Domena,Rachel Cohn",Tesla shareholders fear Elon Musk's focus on DOGE is tanking stock prices,Tesla shareholders are frustrated with Elon Musk as he focuses more on DOGE and Tesla's stock price crashes.,https://www.businessinsider.com/tesla-shareholders-fear-elon-musks-focus-on-doge-tanking-stock-2025-3,Business Insider,Tesla shareholders are frustrated with Elon Musk as he focuses more on DOGE and Tesla's stock price crashes.Read the original article on Business Insider,2025-03-11,https://i.insider.com/67d092e6b8b41a9673fa520e?width=1200&format=jpeg,tesla shareholders fear elon musk is focus on doge is tanking stock prices tesla shareholders are frustrated with elon musk as he focuses more on doge and tesla is stock price crashes,tesla shareholders fear elon musk focus doge tanking stock prices tesla shareholders frustrated elon musk focuses doge tesla stock price crashes,tesla shareholders fear elon musk focus doge tanking stock prices tesla shareholders frustrated elon musk focuses doge tesla stock price crashes
89,"Jack Newsham,Alice Tecotzky,Juliana Kaplan","A veteran Tesla engineering manager has joined DOGE, and he's set to attend a NASA layoffs meeting",Alexander Simonpour is at least the fourth Tesla employee to be connected with the White House's headcount-slashing initiative.,https://www.businessinsider.com/tesla-employee-alexander-simonpour-nasa-doge-team-2025-3,Business Insider,"President Donald Trump and Elon Musk, the de facto leader of DOGE, have been hitting some legal obstacles regarding their government efficiency efforts.Brandon Bell/Pool via AP
<ul><li>Alexander Sim… [+2508 chars]",2025-03-14,https://i.insider.com/67d490fc585f1dff88b24086?width=1200&format=jpeg,a veteran tesla engineering manager has joined doge and he is set to attend a nasa layoffs meeting alexander simonpour is at least the fourth tesla employee to be connected with the white house is headcount slashing initiative,veteran tesla engineering manager joined doge set attend nasa layoffs meeting alexander simonpour least fourth tesla employee connected white house headcount slashing initiative,veteran tesla engineering manager joined doge set attend nasa layoffs meeting alexander simonpour least fourth tesla employee connected white house headcount slashing initiative
90,Grace Kay,"Tesla springs last-minute public all hands on staffers, confusion ensues","Tesla notified employees of an all-hands shortly before the event, according to a memo viewed by Business Insider.",https://www.businessinsider.com/tesla-springs-last-minute-public-all-hands-on-staffers-2025-3,Business Insider,"Tesla announced an all-hands meeting with short notice, causing employee confusion.Frederic J. Brown/AFP via Getty Images
<ul><li>Tesla announced an all-hands meeting with short notice, causing some… [+1640 chars]",2025-03-21,https://i.insider.com/67dcc39b63d72727e197d9bb?width=1200&format=jpeg,tesla springs last minute public all hands on staffers confusion ensues tesla notified employees of an all hands shortly before the event according to a memo viewed by business insider,tesla springs last minute public hands staffers confusion ensues tesla notified employees hands shortly event according memo viewed business insider,tesla springs last minute public hands staffers confusion ensues tesla notified employees hands shortly event according memo viewed business insider
91,Jordan Hart,Elon Musk says he's shocked at the level of Tesla hate and vandalism happening: 'I've never done anything harmful',"Elon Musk said the Tesla vandalism shocked him, adding that neither he nor his company have done ""anything harmful.""",https://www.businessinsider.com/elon-musk-responds-tesla-vandalism-protests-2025-3,Business Insider,"Elon Musk expressed shock at the vandalism and ""hatred"" against Tesla in a recent Fox News interview.Samuel Corum/Getty Images
<ul><li>Elon Musk weighed in on anti-Tesla vandalism in a recent interv… [+4310 chars]",2025-03-19,https://i.insider.com/67daebf2b8b41a9673fb195d?width=1200&format=jpeg,elon musk says he is shocked at the level of tesla hate and vandalism happening i have never done anything harmful elon musk said the tesla vandalism shocked him adding that neither he nor his company have done anything harmful,elon musk says shocked level tesla hate vandalism happening never done anything harmful elon musk said tesla vandalism shocked adding neither company done anything harmful,elon musk says shocked level tesla hate vandalism happening never done anything harmful elon musk said tesla vandalism shocked adding neither company done anything harmful
